ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque
Yaoundé,3.809484,11.513162,accident_route,4,2026-03-12 22:50:38,22,3,18.0,14.1,33.5,0.6598,ELEVE
Ebolowa,2.898059,11.159241,accident_route,3,2025-07-23 03:17:38,3,2,7.0,116.2,34.5,0.4787,MOYEN
Bertoua,4.589741,13.650303,criminalité,4,2026-05-12 03:36:38,3,1,21.0,111.7,21.5,0.6729,ELEVE
Yaoundé,3.886952,11.489247,accident_route,1,2025-08-08 16:25:38,16,4,1.0,45.1,28.4,0.4558,MOYEN
Douala,4.009949,9.737498,accident_route,5,2025-11-04 06:13:38,6,1,4.0,35.2,21.2,1.0,ELEVE
Bertoua,4.556991,13.715195,accident_route,5,2025-06-28 09:37:38,9,5,3.0,110.3,29.0,0.7279,ELEVE
Douala,4.004767,9.79154,criminalité,1,2025-11-14 03:48:38,3,4,12.0,105.3,23.3,0.828,ELEVE
Yaoundé,3.874029,11.465811,glissement,1,2026-04-14 04:17:38,4,1,25.0,70.8,36.1,0.4527,MOYEN
Yaoundé,3.873731,11.468267,pollution,3,2025-12-31 13:19:38,13,2,12.0,119.0,26.2,0.7641,ELEVE
Bafoussam,5.497353,10.380444,accident_route,5,2026-02-05 23:07:38,23,3,6.0,73.3,18.8,0.7399,ELEVE
Douala,4.035608,9.72091,glissement,5,2025-11-19 21:26:38,21,2,6.0,50.8,36.9,1.0,ELEVE
Garoua,9.337814,13.364715,glissement,2,2026-06-01 16:09:38,16,0,21.0,49.1,18.4,0.7201,ELEVE
Ebolowa,2.894642,11.179838,glissement,5,2026-01-24 05:03:38,5,5,15.0,61.1,29.0,0.73,ELEVE
Douala,4.068502,9.723084,criminalité,4,2025-08-08 00:34:38,0,4,24.0,68.2,23.1,0.9609,ELEVE
Garoua,9.287835,13.390235,criminalité,4,2025-10-06 00:20:38,0,0,18.0,3.6,20.8,0.8866,ELEVE
Garoua,9.288253,13.353871,glissement,2,2025-07-25 20:04:38,20,4,22.0,57.1,31.8,0.7192,ELEVE
Bertoua,4.531051,13.692178,glissement,4,2025-10-23 00:27:38,0,3,5.0,46.0,36.4,0.7559,ELEVE
Maroua,10.604664,14.340501,accident_route,2,2026-01-20 15:18:38,15,1,5.0,3.5,37.5,0.8222,ELEVE
Yaoundé,3.827214,11.488736,accident_route,3,2025-07-30 17:47:38,17,2,4.0,45.6,27.1,0.649,MOYEN
Ebolowa,2.850886,11.199782,pollution,2,2025-11-08 11:04:38,11,5,4.0,95.6,31.7,0.489,MOYEN
Yaoundé,3.897326,11.456591,accident_route,5,2025-09-24 04:23:38,4,2,7.0,79.3,34.5,0.9095,ELEVE
Douala,36.393756251843726,47.21849598207031,pollution,1,2025-12-08 23:09:38,23,0,17.0,7.7,32.2,0.5841,MOYEN
Yaoundé,3.799839,11.54353,incendie,5,2026-04-13 09:18:38,9,0,10.0,18.3,24.6,0.8778,ELEVE
Douala,4.048099,9.806914,incendie,2,2025-12-10 16:30:38,16,2,13.0,14.7,34.8,0.8013,ELEVE
Garoua,9.258103,13.368079,inondation,2,2026-04-26 17:11:38,17,6,10.0,69.2,37.4,0.7535,ELEVE
Garoua,9.347819,13.365553,accident_route,5,2025-10-23 13:52:38,13,3,14.0,2.9,28.8,1.0,ELEVE
Yaoundé,3.827656,11.523542,inondation,5,2026-05-03 22:11:38,22,6,13.0,80.6,20.6,0.952,ELEVE
Bafoussam,5.48692,10.415097,glissement,3,2025-12-18 20:35:38,20,3,17.0,58.5,32.7,0.681,ELEVE
Douala,4.078197,9.76728,criminalité,5,2025-08-09 11:33:38,11,5,18.0,100.3,37.4,1.0,ELEVE
Garoua,9.287023,13.374039,glissement,5,2026-05-16 20:18:38,20,5,19.0,41.1,30.9,0.8974,ELEVE
Garoua,9.253564,13.381125,inondation,3,2025-11-26 13:58:38,13,2,13.0,60.4,24.1,0.63,MOYEN
Douala,4.096912,9.739945,accident_route,4,2026-05-20 18:47:38,18,2,21.0,76.1,29.0,1.0,ELEVE
Bertoua,4.594266,13.726755,inondation,3,2026-05-16 02:44:38,2,5,2.0,112.2,35.8,0.6885,ELEVE
Maroua,10.63483,14.292933,incendie,1,2025-07-15 13:18:38,13,1,6.0,19.4,23.7,0.886,ELEVE
Maroua,10.564341,14.360218,inondation,1,2025-07-24 22:34:38,22,3,9.0,79.6,36.3,0.8861,ELEVE
Bertoua,24.80676802929519,30.859572827329636,inondation,5,2025-08-30 09:40:38,9,5,1.0,72.4,25.6,0.9454,ELEVE
Bertoua,4.528535,13.66358,accident_route,1,2025-07-29 10:41:38,10,1,16.0,90.9,18.9,0.6339,MOYEN
Bertoua,4.560703,13.723392,pollution,5,2025-11-20 20:29:38,20,3,1.0,68.1,18.6,0.6248,MOYEN
Douala,4.018088,9.737398,inondation,2,2025-09-25 16:26:38,16,3,13.0,83.3,24.4,0.8011,ELEVE
Maroua,10.605498,14.285893,incendie,4,2026-03-15 16:36:38,16,6,7.0,73.4,20.2,1.0,ELEVE
Yaoundé,3.832208,11.534226,inondation,2,2026-06-20 20:43:38,20,5,,,,0.7583,ELEVE
Douala,4.036182,9.754156,inondation,1,2025-11-07 16:51:38,16,4,5.0,51.2,30.3,0.8025,ELEVE
Douala,4.096243,9.817382,criminalité,4,2026-05-24 03:35:38,3,6,18.0,68.7,27.5,0.9871,ELEVE
Ebolowa,2.929624,11.127195,incendie,4,2025-07-02 15:20:38,15,2,8.0,31.9,19.5,0.5809,MOYEN
Yaoundé,3.829436,11.502957,glissement,3,2026-02-07 19:19:38,19,5,23.0,114.9,37.9,0.787,ELEVE
Yaoundé,3.852643,11.548804,accident_route,5,2026-04-24 21:57:38,21,4,13.0,30.6,22.8,0.8214,ELEVE
Bertoua,4.607261,13.685327,criminalité,1,2025-08-12 18:31:38,18,1,5.0,10.1,36.6,0.4737,MOYEN
Douala,4.060135,9.768736,criminalité,2,2026-02-18 20:14:38,20,2,,,,0.8447,ELEVE
Bafoussam,5.507843,10.432845,criminalité,1,2026-01-25 16:36:38,16,6,5.0,105.9,24.0,0.5577,MOYEN
Bafoussam,5.484507,10.402858,incendie,5,2025-10-18 22:07:38,22,5,4.0,18.0,18.6,0.5952,MOYEN
Ebolowa,2.901892,11.104697,incendie,5,2026-05-13 07:51:38,7,2,20.0,109.5,31.2,0.4527,MOYEN
Douala,4.013121,9.744458,criminalité,1,2025-08-18 14:51:38,14,0,1.0,57.5,24.2,0.8138,ELEVE
Bertoua,4.54206,13.698764,accident_route,3,2026-01-18 15:27:38,15,6,15.0,85.2,33.1,0.5057,MOYEN
Maroua,10.56313,14.3434,accident_route,2,2026-06-19 06:03:38,6,4,17.0,65.1,30.7,0.8655,ELEVE
Ebolowa,2.855659,11.137392,criminalité,4,2026-05-23 09:30:38,9,5,24.0,58.4,30.4,0.4507,MOYEN
Ebolowa,2.876885,11.136845,inondation,2,2026-04-02 21:50:38,21,3,4.0,72.2,26.2,0.5558,MOYEN
Yaoundé,3.805941,11.52525,incendie,5,2025-07-12 18:02:38,18,5,2.0,34.1,33.8,0.8964,ELEVE
Yaoundé,3.799839,11.54353,incendie,5,2026-04-13 09:18:38,9,0,10.0,18.3,24.6,0.8778,ELEVE
Garoua,9.264252,13.433201,glissement,4,2025-08-12 16:26:38,16,1,23.0,105.4,32.8,0.8893,ELEVE
Douala,4.044153,9.732159,accident_route,5,2026-04-12 19:31:38,19,6,2.0,108.4,28.7,1.0,ELEVE
Ngaoundéré,7.374807,13.570594,incendie,4,2026-01-23 16:18:38,16,4,23.0,90.3,25.3,0.5772,MOYEN
Yaoundé,3.816422,11.541499,criminalité,3,2025-08-02 22:24:38,22,5,14.0,92.9,20.6,0.7032,ELEVE
Ebolowa,2.919702,11.170248,inondation,4,2026-04-08 05:34:38,5,2,13.0,40.4,27.9,0.6186,MOYEN
Douala,4.095504,9.73278,glissement,4,2025-09-25 13:54:38,13,3,7.0,3.0,37.9,1.0,ELEVE
Ebolowa,2.90538,11.130552,accident_route,2,2025-07-10 14:51:38,14,3,11.0,71.6,33.5,0.3135,FAIBLE
Douala,4.018088,9.737398,inondation,2,2025-09-25 16:26:38,16,3,13.0,83.3,24.4,0.8011,ELEVE
Ebolowa,2.880531,11.121264,inondation,2,2025-10-13 11:18:38,11,0,25.0,116.3,36.5,0.3623,MOYEN
Ebolowa,2.866037,11.167365,incendie,3,2026-06-03 22:14:38,22,2,21.0,25.5,34.8,0.5285,MOYEN
Ebolowa,2.912241,11.178132,inondation,3,2026-02-09 05:39:38,5,0,10.0,82.4,34.8,0.5,MOYEN
Garoua,9.254616,13.377313,incendie,2,2026-06-04 12:03:38,12,3,6.0,88.2,20.4,0.7078,ELEVE
Douala,4.096382,9.750574,incendie,4,2025-12-02 18:16:38,18,1,4.0,6.2,22.8,0.9838,ELEVE
Yaoundé,3.890718,11.475564,inondation,2,2025-11-14 07:08:38,7,4,5.0,100.7,31.8,0.8073,ELEVE
Garoua,9.31017,13.417263,inondation,2,2026-06-08 19:08:38,19,0,3.0,36.9,28.1,0.899,ELEVE
Bafoussam,5.440087,10.400762,incendie,5,2025-10-06 08:13:38,8,0,7.0,82.5,35.1,0.6312,MOYEN
Ngaoundéré,49.70996911380945,37.014384992791925,inondation,3,2025-07-05 17:19:38,17,5,23.0,70.8,30.5,0.5861,MOYEN
Douala,4.100514,9.784084,incendie,5,2026-04-26 20:24:38,20,6,13.0,50.2,30.2,1.0,ELEVE
Bafoussam,29.216492510638126,31.18175501078458,glissement,3,2025-10-03 17:45:38,17,4,23.0,100.7,29.6,0.6432,MOYEN
Douala,4.066969,9.734193,criminalité,1,2026-05-17 14:23:38,14,6,23.0,35.0,32.1,0.6451,MOYEN
Douala,4.013203,9.759795,incendie,1,2025-11-22 03:21:38,3,5,13.0,70.9,22.8,0.6887,ELEVE
Garoua,9.326396,13.427491,glissement,1,2025-10-26 20:36:38,20,6,21.0,108.9,33.9,0.751,ELEVE
Maroua,10.624758,14.353362,incendie,4,2025-09-17 16:00:38,16,2,18.0,105.2,25.3,0.8929,ELEVE
Maroua,10.620465,14.306159,criminalité,3,2026-05-31 08:43:38,8,6,3.0,22.6,35.7,0.8881,ELEVE
Ngaoundéré,7.339002,13.562966,incendie,1,2026-06-01 19:08:38,19,0,6.0,3.7,26.1,0.4238,MOYEN
Bertoua,4.551264,13.70077,accident_route,4,2025-11-15 13:17:38,13,5,1.0,115.9,21.4,0.6786,ELEVE
Ngaoundéré,7.290871,13.631857,incendie,4,2025-09-22 03:43:38,3,0,9.0,13.0,26.8,0.6475,MOYEN
Garoua,9.306778,13.420065,incendie,3,2025-11-18 00:43:38,0,1,5.0,16.6,30.1,0.6832,ELEVE
Maroua,10.625607,14.294804,criminalité,5,2025-11-10 22:06:38,22,0,25.0,69.2,19.1,1.0,ELEVE
Douala,4.02241,9.721013,glissement,3,2025-11-26 19:57:38,19,2,18.0,54.8,25.4,0.9495,ELEVE
Maroua,10.584986,14.339523,accident_route,3,2025-11-01 06:37:38,6,5,21.0,35.9,21.0,1.0,ELEVE
Yaoundé,3.865712,11.512678,incendie,1,2025-08-24 01:56:38,1,6,9.0,30.2,30.3,0.5933,MOYEN
Ebolowa,2.861614,11.195592,incendie,3,2026-03-19 06:54:38,6,3,4.0,110.1,30.7,0.5249,MOYEN
Ngaoundéré,7.313882,13.5449,glissement,2,2025-12-08 13:54:38,13,0,23.0,68.2,23.6,0.516,MOYEN
Maroua,10.632036,14.321721,criminalité,0,2026-05-04 17:21:38,17,0,,,,0.8299,ELEVE
Douala,4.028181,9.742656,accident_route,3,2025-10-31 06:24:38,6,4,12.0,14.9,33.1,0.8173,ELEVE
Ngaoundéré,7.377411,13.600592,accident_route,4,2026-05-05 14:20:38,14,1,2.0,110.9,22.7,0.6336,MOYEN
Bertoua,4.603487,13.709054,accident_route,2,2026-03-02 04:01:38,4,0,8.0,55.3,23.1,0.5526,MOYEN
Ngaoundéré,7.332909,13.562047,criminalité,1,2025-07-17 06:33:38,6,3,6.0,75.6,33.8,0.5554,MOYEN
Maroua,10.645233,14.311231,pollution,5,2026-01-27 22:04:38,22,1,5.0,96.0,32.8,1.0,ELEVE
Bertoua,4.597607,13.654225,incendie,5,2026-02-14 01:15:38,1,5,17.0,91.1,35.7,0.7704,ELEVE
Garoua,9.280873,13.441068,criminalité,5,2026-06-11 07:09:38,7,3,10.0,77.8,28.6,0.9113,ELEVE
Ebolowa,2.902145,11.106846,accident_route,4,2026-06-08 01:38:38,1,0,14.0,98.9,20.9,0.6095,MOYEN
Ebolowa,2.89583,11.14847,pollution,1,2025-12-22 03:39:38,3,0,14.0,98.6,33.9,0.3306,FAIBLE
Maroua,10.615162,14.274722,criminalité,1,2026-02-06 09:13:38,9,4,9.0,43.3,29.2,0.8846,ELEVE
Douala,4.045253,9.80667,inondation,2,2026-06-02 09:35:38,9,1,13.0,116.1,34.1,0.7982,ELEVE
Ngaoundéré,7.374077,13.604054,inondation,5,2026-03-06 20:33:38,20,4,23.0,35.5,35.9,0.8489,ELEVE
Garoua,9.30883,13.361696,criminalité,3,2026-01-25 16:46:38,16,6,3.0,107.4,34.0,0.7546,ELEVE
Garoua,9.325319,13.351814,inondation,2,2025-07-19 06:14:38,6,5,2.0,17.4,18.6,0.6407,MOYEN
Garoua,9.30364,13.420159,inondation,4,2025-06-20 20:50:38,20,4,20.0,24.2,20.6,0.9058,ELEVE
Bafoussam,5.491514,10.379626,accident_route,5,2025-09-08 19:56:38,19,0,18.0,64.0,32.4,0.6823,ELEVE
Garoua,9.342843,13.442093,incendie,2,2025-10-21 14:39:38,14,1,22.0,91.9,34.9,0.8336,ELEVE
Bertoua,4.535986,13.646488,incendie,5,2025-09-04 19:57:38,19,3,19.0,79.6,36.3,0.6456,MOYEN
Ebolowa,2.897988,11.162751,pollution,5,2026-02-22 21:22:38,21,6,4.0,52.6,31.9,0.5586,MOYEN
Ebolowa,2.938097,11.188291,incendie,2,2026-03-05 04:37:38,4,3,1.0,27.9,30.3,0.4356,MOYEN
Maroua,10.64074,14.334561,glissement,4,2026-01-22 06:48:38,6,3,6.0,13.6,31.9,1.0,ELEVE
Ngaoundéré,7.299028,13.595478,accident_route,4,2026-04-18 03:25:38,3,5,25.0,47.4,23.3,0.6778,ELEVE
Garoua,9.261587,13.38249,accident_route,1,2026-03-10 00:24:38,0,1,23.0,86.5,23.2,0.5503,MOYEN
Ngaoundéré,7.372682,13.539026,pollution,4,2025-09-26 10:36:38,10,4,13.0,43.0,20.7,0.6454,MOYEN
Ngaoundéré,7.314949,13.563159,inondation,2,2025-12-18 18:13:38,18,3,9.0,105.6,32.0,0.6149,MOYEN
Yaoundé,3.871736,11.499702,glissement,3,2025-08-12 08:25:38,8,1,21.0,99.6,34.7,0.7053,ELEVE
Douala,4.052228,9.767133,inondation,2,2026-02-26 05:53:38,5,3,16.0,108.9,30.4,0.8223,ELEVE
Bafoussam,5.509399,10.438812,inondation,1,2026-04-18 02:02:38,2,5,4.0,44.0,31.0,0.6552,ELEVE
Maroua,10.570135,14.31333,inondation,0,2025-09-19 13:50:38,13,4,,,,1.0,ELEVE
Garoua,9.292973,13.410853,inondation,3,2026-01-02 14:03:38,14,4,2.0,66.3,36.3,0.882,ELEVE
Yaoundé,3.819955,11.548086,inondation,3,2025-09-26 23:52:38,23,4,8.0,89.2,33.2,0.6698,ELEVE
Garoua,9.253364,13.411197,criminalité,4,2026-01-12 16:57:38,16,0,15.0,53.3,29.5,0.8731,ELEVE
Douala,4.090635,9.784546,incendie,3,2025-07-11 02:01:38,2,4,4.0,44.6,37.8,1.0,ELEVE
Bafoussam,5.513355,10.460797,accident_route,2,2025-10-19 01:57:38,1,6,14.0,87.0,24.2,0.4543,MOYEN
Douala,4.021808,9.725016,criminalité,2,2026-02-01 21:52:38,21,6,13.0,111.3,36.4,0.8491,ELEVE
Yaoundé,3.880261,11.494474,accident_route,5,2026-04-12 09:28:38,9,6,8.0,117.3,31.4,0.7946,ELEVE
Douala,4.065692,9.774978,accident_route,4,2025-07-08 19:04:38,19,1,2.0,94.9,35.7,0.9248,ELEVE
Maroua,10.582647,14.322852,criminalité,5,2025-09-03 22:57:38,22,2,8.0,98.0,35.7,1.0,ELEVE
Bertoua,4.597649,13.676593,glissement,3,2026-01-19 14:10:38,14,0,22.0,15.1,18.2,0.7576,ELEVE
Bafoussam,5.525082,10.412379,inondation,4,2025-09-16 15:05:38,15,1,7.0,15.1,26.5,0.7329,ELEVE
Yaoundé,3.821754,11.489425,inondation,3,2025-10-05 15:28:38,15,6,25.0,19.0,33.7,0.7122,ELEVE
Yaoundé,3.818991,11.541905,incendie,3,2026-06-09 16:55:38,16,1,22.0,14.2,24.1,0.7311,ELEVE
Ngaoundéré,7.321422,13.624435,inondation,3,2025-09-25 13:46:38,13,3,15.0,11.0,22.2,0.6129,MOYEN
Douala,4.05635,9.769917,criminalité,2,2025-08-29 20:07:38,20,4,18.0,13.6,27.6,0.7421,ELEVE
Bafoussam,5.444628,10.367199,accident_route,3,2026-01-27 16:31:38,16,1,17.0,114.9,24.4,0.4565,MOYEN
Ngaoundéré,7.333354,13.541973,inondation,1,2025-06-26 16:33:38,16,3,16.0,111.4,34.6,0.5241,MOYEN
Bertoua,4.584466,13.693949,accident_route,5,2026-01-13 11:57:38,11,1,6.0,41.2,24.3,0.7648,ELEVE
Maroua,10.61226,14.29067,inondation,2,2025-07-01 03:12:38,3,1,2.0,55.3,35.3,0.9776,ELEVE
Douala,4.078377,9.741593,incendie,5,2025-09-22 22:44:38,22,0,23.0,2.4,29.1,1.0,ELEVE
Yaoundé,3.851229,11.462427,inondation,4,2025-12-06 11:02:38,11,5,22.0,23.9,27.6,0.8882,ELEVE
Garoua,9.302209,13.36965,incendie,1,2026-05-26 20:31:38,20,1,11.0,79.6,20.5,0.6197,MOYEN
Bafoussam,5.437363,10.441838,glissement,1,2026-05-10 08:43:38,8,6,22.0,105.1,37.5,0.4581,MOYEN
Maroua,10.59773,14.372001,incendie,4,2026-01-16 20:50:38,20,4,6.0,12.3,21.1,1.0,ELEVE
Bafoussam,5.430019,10.392981,glissement,2,2025-11-02 09:48:38,9,6,21.0,9.2,19.5,0.4739,MOYEN
Ngaoundéré,7.302743,13.585036,pollution,1,2026-06-06 20:13:38,20,5,13.0,86.9,30.3,0.5652,MOYEN
Maroua,10.556751,14.325986,criminalité,1,2026-04-23 09:15:38,9,3,19.0,57.7,26.7,0.7665,ELEVE
Ebolowa,2.881131,11.161033,inondation,2,2025-11-02 02:04:38,2,6,12.0,84.4,23.9,0.4844,MOYEN
Ngaoundéré,7.297792,13.541497,incendie,1,2025-08-27 12:10:38,12,2,15.0,62.3,22.6,0.4612,MOYEN
Maroua,10.644404,14.3198,glissement,1,2025-08-17 05:03:38,5,6,19.0,88.7,31.2,0.7613,ELEVE
Bafoussam,5.462097,10.374894,criminalité,1,2026-05-09 09:09:38,9,5,21.0,83.6,21.9,0.5278,MOYEN
Maroua,10.549941,14.337715,glissement,1,2025-12-27 20:03:38,20,5,4.0,48.1,37.2,0.8779,ELEVE
Ngaoundéré,7.368256,13.587734,inondation,4,2025-08-27 07:33:38,7,2,10.0,54.9,36.6,0.7163,ELEVE
Bertoua,4.553123,13.720675,criminalité,3,2025-08-06 06:26:38,6,2,13.0,22.2,35.7,0.628,MOYEN
Ebolowa,2.855476,11.13352,inondation,2,2025-06-23 03:51:38,3,0,6.0,48.8,36.7,0.5575,MOYEN
Yaoundé,3.82188,11.497224,criminalité,3,2025-06-23 19:06:38,19,0,7.0,102.7,18.4,0.7098,ELEVE
Maroua,10.626688,14.357983,inondation,2,2025-11-19 16:47:38,16,2,6.0,109.9,30.6,0.7117,ELEVE
Bertoua,4.588091,13.733556,incendie,5,2025-11-11 19:36:38,19,1,7.0,84.1,29.0,0.7866,ELEVE
Douala,4.079721,9.791344,incendie,5,2025-08-13 20:01:38,20,2,1.0,9.7,34.6,0.9127,ELEVE
Yaoundé,3.891834,11.470223,pollution,5,2025-09-06 19:02:38,19,5,6.0,38.7,32.2,0.8797,ELEVE
Maroua,10.576278,14.309696,accident_route,5,2025-06-28 13:39:38,13,5,22.0,55.5,33.7,0.9079,ELEVE
Ngaoundéré,7.313339,13.617257,criminalité,5,2026-04-25 15:18:38,15,5,5.0,38.0,33.8,0.5688,MOYEN
Ebolowa,2.94565,11.173751,accident_route,1,2025-10-15 22:16:38,22,2,5.0,13.0,22.0,0.3748,MOYEN
Maroua,10.621216,14.309157,glissement,4,2025-06-27 01:58:38,1,4,1.0,45.7,19.1,0.9269,ELEVE
Maroua,10.59885,14.285939,inondation,1,2026-06-10 07:26:38,7,2,20.0,30.4,29.2,0.8603,ELEVE
Douala,4.019215,9.786012,glissement,4,2025-09-04 12:41:38,12,3,17.0,9.0,32.5,0.9114,ELEVE
Bertoua,4.568092,13.646872,glissement,4,2025-07-21 12:09:38,12,0,13.0,16.5,22.0,0.6854,ELEVE
Maroua,10.595317,14.336185,accident_route,3,2026-01-22 22:46:38,22,3,12.0,55.1,22.4,0.942,ELEVE
Douala,4.059098,9.774048,incendie,3,2026-02-13 06:01:38,6,4,6.0,76.9,36.6,0.8349,ELEVE
Bertoua,4.612215,13.713881,criminalité,3,2025-12-03 03:32:38,3,2,7.0,75.0,36.7,0.7543,ELEVE
Ebolowa,2.888433,11.167965,criminalité,0,2026-04-21 22:31:38,22,1,13.0,70.4,25.0,0.4772,MOYEN
Ngaoundéré,7.339364,13.541498,glissement,4,2025-08-26 19:38:38,19,1,23.0,46.8,26.3,0.7066,ELEVE
Maroua,10.563744,14.326916,accident_route,4,2025-11-18 18:21:38,18,1,2.0,12.0,21.5,0.972,ELEVE
Douala,4.059342,9.792707,accident_route,4,2026-06-13 14:58:38,14,5,7.0,61.0,33.7,1.0,ELEVE
Maroua,27.977853518963563,34.890573414446585,inondation,3,2025-12-01 02:57:38,2,0,5.0,18.1,25.7,0.9229,ELEVE
Yaoundé,3.814352,11.491208,inondation,1,2025-08-03 07:14:38,7,6,18.0,49.7,33.1,0.7519,ELEVE
Ngaoundéré,7.371619,13.556668,inondation,3,2025-12-23 23:04:38,23,1,16.0,76.3,37.5,0.6299,MOYEN
Ebolowa,2.912007,11.153346,accident_route,4,2025-11-14 02:52:38,2,4,4.0,51.7,35.6,0.5671,MOYEN
Bertoua,4.594335,13.723112,pollution,1,2026-02-22 07:22:38,7,6,16.0,25.3,21.2,0.6826,ELEVE
Douala,4.060513,9.755989,glissement,2,2025-09-09 04:55:38,4,1,22.0,9.8,26.9,0.8325,ELEVE
Bafoussam,5.487816,10.432413,incendie,1,2026-05-08 18:47:38,18,4,5.0,102.2,37.4,0.4471,MOYEN
Douala,4.100382,9.731049,inondation,3,2026-03-28 20:09:38,20,5,5.0,113.2,34.1,0.9317,ELEVE
Maroua,10.615797,14.353979,accident_route,3,2026-02-18 03:25:38,3,2,12.0,51.1,32.9,0.9757,ELEVE
Ebolowa,2.92399,11.191808,pollution,4,2025-08-06 09:24:38,9,2,4.0,21.6,29.7,0.4972,MOYEN
Ngaoundéré,7.295362,13.613281,criminalité,3,2025-09-13 21:00:38,21,5,24.0,93.7,23.4,0.4642,MOYEN
Yaoundé,3.839879,11.478116,criminalité,4,2026-04-02 19:26:38,19,3,23.0,58.8,29.3,0.8313,ELEVE
Maroua,10.615347,14.342414,inondation,3,2025-10-26 12:15:38,12,6,22.0,108.5,21.3,1.0,ELEVE
Garoua,25.12809207262545,47.497571769376705,inondation,4,2026-03-20 00:12:38,0,4,1.0,47.0,24.7,0.9587,ELEVE
Bertoua,4.627411,13.664788,accident_route,2,2026-01-10 23:57:38,23,5,9.0,81.2,36.8,0.6401,MOYEN
Ebolowa,2.920408,11.121296,criminalité,5,2026-04-13 00:35:38,0,0,19.0,77.2,37.7,0.6516,ELEVE
Ebolowa,2.856835,11.178376,accident_route,3,2025-12-11 15:05:38,15,3,6.0,9.4,37.6,0.4297,MOYEN
Douala,4.020486,9.803782,inondation,5,2026-05-19 14:11:38,14,1,19.0,48.8,19.7,1.0,ELEVE
Bertoua,4.554905,13.635694,criminalité,3,2025-07-13 08:25:38,8,6,14.0,27.5,34.0,0.7249,ELEVE
Douala,4.018189,9.784764,accident_route,4,2025-12-24 02:43:38,2,2,24.0,81.5,37.1,0.8939,ELEVE
Ebolowa,2.908945,11.161329,accident_route,4,2025-09-29 18:57:38,18,0,2.0,64.5,25.8,0.4115,MOYEN
Douala,4.091725,9.742855,incendie,3,2025-09-29 21:48:38,21,0,2.0,103.6,22.4,0.8637,ELEVE
Garoua,9.324907,13.374746,accident_route,3,2025-08-25 09:31:38,9,0,14.0,8.9,23.1,0.7436,ELEVE
Yaoundé,3.844253,11.526847,incendie,4,2026-03-04 21:07:38,21,2,13.0,119.3,25.5,0.6688,ELEVE
Maroua,10.556317,14.319141,inondation,2,2026-03-28 09:30:38,9,5,17.0,50.8,33.5,0.9449,ELEVE
Bafoussam,5.431274,10.409334,incendie,3,2026-05-28 00:56:38,0,3,11.0,2.1,36.2,0.6558,ELEVE
Garoua,9.311754,13.364052,accident_route,1,2025-10-15 11:43:38,11,2,11.0,48.1,19.3,0.546,MOYEN
Ngaoundéré,7.347423,13.577815,inondation,4,2026-01-09 06:21:38,6,4,5.0,31.8,22.9,0.6419,MOYEN
Ebolowa,2.901922,11.160775,accident_route,3,2025-12-30 05:14:38,5,1,13.0,21.3,33.4,0.3793,MOYEN
Garoua,9.322475,13.353845,criminalité,2,2025-07-12 14:04:38,14,5,14.0,66.1,23.1,0.6414,MOYEN
Bertoua,4.605961,13.730048,criminalité,2,2025-07-30 09:12:38,9,2,16.0,20.7,34.5,0.5359,MOYEN
Douala,4.005919,9.753905,incendie,4,2026-05-02 17:20:38,17,5,12.0,11.1,19.1,0.9147,ELEVE
Garoua,9.343808,13.369462,incendie,5,2025-07-10 09:16:38,9,3,13.0,73.7,28.4,0.9858,ELEVE
Yaoundé,3.814628,11.525903,inondation,5,2026-01-16 09:53:38,9,4,17.0,86.7,28.7,0.7976,ELEVE
Bertoua,4.586935,13.720427,inondation,3,2026-06-08 16:55:38,16,0,24.0,57.0,23.4,0.8461,ELEVE
Maroua,10.6298,14.347249,inondation,5,2025-08-14 02:56:38,2,3,17.0,35.3,36.9,1.0,ELEVE
Bafoussam,5.50196,10.398563,inondation,4,2025-11-16 03:23:38,3,6,2.0,98.7,24.0,0.7054,ELEVE
Garoua,9.291321,13.430364,accident_route,4,2026-03-01 07:26:38,7,6,17.0,116.6,21.3,0.8972,ELEVE
Douala,4.081924,9.812669,glissement,4,2026-01-20 15:40:38,15,1,11.0,26.4,23.9,0.9784,ELEVE
Bertoua,4.619855,13.677002,incendie,5,2025-11-23 09:39:38,9,6,11.0,109.1,18.2,0.7361,ELEVE
Maroua,10.563088,14.359974,inondation,2,2025-08-13 14:03:38,14,2,1.0,91.5,30.2,0.8828,ELEVE
Bertoua,4.613097,13.722909,inondation,3,2026-03-30 15:20:38,15,0,8.0,111.1,18.8,0.6679,ELEVE
Garoua,9.342093,13.429254,pollution,5,2026-05-05 05:35:38,5,1,21.0,66.8,30.2,0.8538,ELEVE
Douala,4.012916,9.787574,glissement,4,2025-08-11 02:50:38,2,0,15.0,1.8,20.9,0.9429,ELEVE
Bafoussam,5.4718,10.426356,criminalité,4,2025-11-02 01:29:38,1,6,13.0,74.0,25.1,0.4622,MOYEN
Bertoua,4.571489,13.658471,criminalité,5,2025-12-03 18:25:38,18,2,15.0,110.1,18.2,0.6474,MOYEN
Maroua,10.623796,14.349575,accident_route,3,2026-03-30 17:03:38,17,0,7.0,2.6,34.9,0.9666,ELEVE
