ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque,annee,mois
Maroua,10.5641,14.3023,pollution,5,2026-02-14 15:49:38,15,5,15.0,114.6,27.6,1.0,ELEVE,2026,2
Ebolowa,2.9148,11.1074,inondation,2,2025-07-12 11:00:38,11,5,10.0,70.1,28.3,0.2902,FAIBLE,2025,7
Douala,4.0461,9.7956,inondation,4,2025-12-03 10:02:38,10,2,9.0,70.2,25.9,1.0,ELEVE,2025,12
Maroua,10.5814,14.3392,inondation,4,2026-04-09 09:29:38,9,3,1.0,117.2,27.3,1.0,ELEVE,2026,4
Bafoussam,5.5094,10.4617,incendie,3,2026-05-30 09:36:38,9,5,18.0,50.3,32.8,0.4142,MOYEN,2026,5
Bertoua,4.5723,13.6713,incendie,1,2026-06-07 11:02:38,11,6,15.0,49.9,27.3,0.6061,MOYEN,2026,6
Garoua,9.2588,13.4014,accident_route,2,2025-12-27 04:35:38,4,5,21.0,55.0,18.2,0.8338,ELEVE,2025,12
Garoua,9.2609,13.3713,glissement,1,2025-11-20 00:35:38,0,3,24.0,65.3,28.6,0.7491,ELEVE,2025,11
Douala,4.0718,9.7568,glissement,1,2025-08-13 02:41:38,2,2,25.0,39.1,27.0,0.8119,ELEVE,2025,8
Garoua,9.3021,13.3972,accident_route,4,2026-02-04 09:57:38,9,2,10.0,26.6,31.8,0.8811,ELEVE,2026,2
Ngaoundéré,7.3307,13.5768,glissement,5,2026-04-05 01:25:38,1,6,13.0,60.1,27.9,0.7901,ELEVE,2026,4
Yaoundé,3.8164,11.5415,criminalité,3,2025-08-02 22:24:38,22,5,14.0,92.9,20.6,0.7032,ELEVE,2025,8
Maroua,10.6207,14.3551,glissement,1,2026-01-28 13:40:38,13,2,21.0,84.5,20.0,0.9104,ELEVE,2026,1
Ngaoundéré,7.306,13.5395,inondation,3,2025-11-26 18:45:38,18,2,16.0,103.0,31.7,0.6093,MOYEN,2025,11
Yaoundé,3.8943,11.5005,inondation,2,2026-05-26 06:02:38,6,1,11.0,42.9,26.8,0.7456,ELEVE,2026,5
Ebolowa,2.8717,11.1096,glissement,2,2025-07-29 01:12:38,1,1,8.0,39.7,23.6,0.5207,MOYEN,2025,7
Douala,4.0166,9.8124,pollution,1,2026-03-06 13:02:38,13,4,21.0,14.2,22.1,0.7817,ELEVE,2026,3
Yaoundé,3.8095,11.5132,accident_route,4,2026-03-12 22:50:38,22,3,18.0,14.1,33.5,0.6598,ELEVE,2026,3
Ebolowa,2.8981,11.1592,accident_route,3,2025-07-23 03:17:38,3,2,7.0,116.2,34.5,0.4787,MOYEN,2025,7
Bertoua,4.5897,13.6503,criminalité,4,2026-05-12 03:36:38,3,1,21.0,111.7,21.5,0.6729,ELEVE,2026,5
Yaoundé,3.887,11.4892,accident_route,1,2025-08-08 16:25:38,16,4,1.0,45.1,28.4,0.4558,MOYEN,2025,8
Douala,4.0099,9.7375,accident_route,5,2025-11-04 06:13:38,6,1,4.0,35.2,21.2,1.0,ELEVE,2025,11
Bertoua,4.557,13.7152,accident_route,5,2025-06-28 09:37:38,9,5,3.0,110.3,29.0,0.7279,ELEVE,2025,6
Douala,4.0048,9.7915,criminalité,1,2025-11-14 03:48:38,3,4,12.0,105.3,23.3,0.828,ELEVE,2025,11
Yaoundé,3.874,11.4658,glissement,1,2026-04-14 04:17:38,4,1,25.0,70.8,36.1,0.4527,MOYEN,2026,4
Yaoundé,3.8737,11.4683,pollution,3,2025-12-31 13:19:38,13,2,12.0,119.0,26.2,0.7641,ELEVE,2025,12
Bafoussam,5.4974,10.3804,accident_route,5,2026-02-05 23:07:38,23,3,6.0,73.3,18.8,0.7399,ELEVE,2026,2
Douala,4.0356,9.7209,glissement,5,2025-11-19 21:26:38,21,2,6.0,50.8,36.9,1.0,ELEVE,2025,11
Garoua,9.3378,13.3647,glissement,2,2026-06-01 16:09:38,16,0,21.0,49.1,18.4,0.7201,ELEVE,2026,6
Ebolowa,2.8946,11.1798,glissement,5,2026-01-24 05:03:38,5,5,15.0,61.1,29.0,0.73,ELEVE,2026,1
Douala,4.0685,9.7231,criminalité,4,2025-08-08 00:34:38,0,4,24.0,68.2,23.1,0.9609,ELEVE,2025,8
Garoua,9.2883,13.3539,glissement,2,2025-07-25 20:04:38,20,4,22.0,57.1,31.8,0.7192,ELEVE,2025,7
Bertoua,4.5311,13.6922,glissement,4,2025-10-23 00:27:38,0,3,5.0,46.0,36.4,0.7559,ELEVE,2025,10
Maroua,10.6047,14.3405,accident_route,2,2026-01-20 15:18:38,15,1,5.0,3.5,37.5,0.8222,ELEVE,2026,1
Yaoundé,3.8272,11.4887,accident_route,3,2025-07-30 17:47:38,17,2,4.0,45.6,27.1,0.649,MOYEN,2025,7
Ebolowa,2.8509,11.1998,pollution,2,2025-11-08 11:04:38,11,5,4.0,95.6,31.7,0.489,MOYEN,2025,11
Yaoundé,3.8973,11.4566,accident_route,5,2025-09-24 04:23:38,4,2,7.0,79.3,34.5,0.9095,ELEVE,2025,9
Yaoundé,3.7998,11.5435,incendie,5,2026-04-13 09:18:38,9,0,10.0,18.3,24.6,0.8778,ELEVE,2026,4
Douala,4.0481,9.8069,incendie,2,2025-12-10 16:30:38,16,2,13.0,14.7,34.8,0.8013,ELEVE,2025,12
Garoua,9.2581,13.3681,inondation,2,2026-04-26 17:11:38,17,6,10.0,69.2,37.4,0.7535,ELEVE,2026,4
Garoua,9.3478,13.3656,accident_route,5,2025-10-23 13:52:38,13,3,14.0,2.9,28.8,1.0,ELEVE,2025,10
Yaoundé,3.8277,11.5235,inondation,5,2026-05-03 22:11:38,22,6,13.0,80.6,20.6,0.952,ELEVE,2026,5
Bafoussam,5.4869,10.4151,glissement,3,2025-12-18 20:35:38,20,3,17.0,58.5,32.7,0.681,ELEVE,2025,12
Douala,4.0782,9.7673,criminalité,5,2025-08-09 11:33:38,11,5,18.0,100.3,37.4,1.0,ELEVE,2025,8
Garoua,9.287,13.374,glissement,5,2026-05-16 20:18:38,20,5,19.0,41.1,30.9,0.8974,ELEVE,2026,5
Garoua,9.2536,13.3811,inondation,3,2025-11-26 13:58:38,13,2,13.0,60.4,24.1,0.63,MOYEN,2025,11
Douala,4.0969,9.7399,accident_route,4,2026-05-20 18:47:38,18,2,21.0,76.1,29.0,1.0,ELEVE,2026,5
Bertoua,4.5943,13.7268,inondation,3,2026-05-16 02:44:38,2,5,2.0,112.2,35.8,0.6885,ELEVE,2026,5
Maroua,10.6348,14.2929,incendie,1,2025-07-15 13:18:38,13,1,6.0,19.4,23.7,0.886,ELEVE,2025,7
Maroua,10.5643,14.3602,inondation,1,2025-07-24 22:34:38,22,3,9.0,79.6,36.3,0.8861,ELEVE,2025,7
Bertoua,4.5285,13.6636,accident_route,1,2025-07-29 10:41:38,10,1,16.0,90.9,18.9,0.6339,MOYEN,2025,7
Bertoua,4.5607,13.7234,pollution,5,2025-11-20 20:29:38,20,3,1.0,68.1,18.6,0.6248,MOYEN,2025,11
Douala,4.0181,9.7374,inondation,2,2025-09-25 16:26:38,16,3,13.0,83.3,24.4,0.8011,ELEVE,2025,9
Maroua,10.6055,14.2859,incendie,4,2026-03-15 16:36:38,16,6,7.0,73.4,20.2,1.0,ELEVE,2026,3
Yaoundé,3.8322,11.5342,inondation,2,2026-06-20 20:43:38,20,5,13.0,60.1,27.9,0.7583,ELEVE,2026,6
Douala,4.0362,9.7542,inondation,1,2025-11-07 16:51:38,16,4,5.0,51.2,30.3,0.8025,ELEVE,2025,11
Douala,4.0962,9.8174,criminalité,4,2026-05-24 03:35:38,3,6,18.0,68.7,27.5,0.9871,ELEVE,2026,5
Ebolowa,2.9296,11.1272,incendie,4,2025-07-02 15:20:38,15,2,8.0,31.9,19.5,0.5809,MOYEN,2025,7
Yaoundé,3.8294,11.503,glissement,3,2026-02-07 19:19:38,19,5,23.0,114.9,37.9,0.787,ELEVE,2026,2
Yaoundé,3.8526,11.5488,accident_route,5,2026-04-24 21:57:38,21,4,13.0,30.6,22.8,0.8214,ELEVE,2026,4
Bertoua,4.6073,13.6853,criminalité,1,2025-08-12 18:31:38,18,1,5.0,10.1,36.6,0.4737,MOYEN,2025,8
Douala,4.0601,9.7687,criminalité,2,2026-02-18 20:14:38,20,2,13.0,60.1,27.9,0.8447,ELEVE,2026,2
Bafoussam,5.5078,10.4328,criminalité,1,2026-01-25 16:36:38,16,6,5.0,105.9,24.0,0.5577,MOYEN,2026,1
Bafoussam,5.4845,10.4029,incendie,5,2025-10-18 22:07:38,22,5,4.0,18.0,18.6,0.5952,MOYEN,2025,10
Ebolowa,2.9019,11.1047,incendie,5,2026-05-13 07:51:38,7,2,20.0,109.5,31.2,0.4527,MOYEN,2026,5
Douala,4.0131,9.7445,criminalité,1,2025-08-18 14:51:38,14,0,1.0,57.5,24.2,0.8138,ELEVE,2025,8
Bertoua,4.5421,13.6988,accident_route,3,2026-01-18 15:27:38,15,6,15.0,85.2,33.1,0.5057,MOYEN,2026,1
Maroua,10.5631,14.3434,accident_route,2,2026-06-19 06:03:38,6,4,17.0,65.1,30.7,0.8655,ELEVE,2026,6
Ebolowa,2.8557,11.1374,criminalité,4,2026-05-23 09:30:38,9,5,24.0,58.4,30.4,0.4507,MOYEN,2026,5
Ebolowa,2.8769,11.1368,inondation,2,2026-04-02 21:50:38,21,3,4.0,72.2,26.2,0.5558,MOYEN,2026,4
Yaoundé,3.8059,11.5252,incendie,5,2025-07-12 18:02:38,18,5,2.0,34.1,33.8,0.8964,ELEVE,2025,7
Garoua,9.2643,13.4332,glissement,4,2025-08-12 16:26:38,16,1,23.0,105.4,32.8,0.8893,ELEVE,2025,8
Douala,4.0442,9.7322,accident_route,5,2026-04-12 19:31:38,19,6,2.0,108.4,28.7,1.0,ELEVE,2026,4
Ngaoundéré,7.3748,13.5706,incendie,4,2026-01-23 16:18:38,16,4,23.0,90.3,25.3,0.5772,MOYEN,2026,1
Ebolowa,2.9197,11.1702,inondation,4,2026-04-08 05:34:38,5,2,13.0,40.4,27.9,0.6186,MOYEN,2026,4
Douala,4.0955,9.7328,glissement,4,2025-09-25 13:54:38,13,3,7.0,3.0,37.9,1.0,ELEVE,2025,9
Ebolowa,2.9054,11.1306,accident_route,2,2025-07-10 14:51:38,14,3,11.0,71.6,33.5,0.3135,FAIBLE,2025,7
Ebolowa,2.8805,11.1213,inondation,2,2025-10-13 11:18:38,11,0,25.0,116.3,36.5,0.3623,MOYEN,2025,10
Ebolowa,2.866,11.1674,incendie,3,2026-06-03 22:14:38,22,2,21.0,25.5,34.8,0.5285,MOYEN,2026,6
Ebolowa,2.9122,11.1781,inondation,3,2026-02-09 05:39:38,5,0,10.0,82.4,34.8,0.5,MOYEN,2026,2
Garoua,9.2546,13.3773,incendie,2,2026-06-04 12:03:38,12,3,6.0,88.2,20.4,0.7078,ELEVE,2026,6
Douala,4.0964,9.7506,incendie,4,2025-12-02 18:16:38,18,1,4.0,6.2,22.8,0.9838,ELEVE,2025,12
Yaoundé,3.8907,11.4756,inondation,2,2025-11-14 07:08:38,7,4,5.0,100.7,31.8,0.8073,ELEVE,2025,11
Garoua,9.3102,13.4173,inondation,2,2026-06-08 19:08:38,19,0,3.0,36.9,28.1,0.899,ELEVE,2026,6
Bafoussam,5.4401,10.4008,incendie,5,2025-10-06 08:13:38,8,0,7.0,82.5,35.1,0.6312,MOYEN,2025,10
Douala,4.1005,9.7841,incendie,5,2026-04-26 20:24:38,20,6,13.0,50.2,30.2,1.0,ELEVE,2026,4
Douala,4.067,9.7342,criminalité,1,2026-05-17 14:23:38,14,6,23.0,35.0,32.1,0.6451,MOYEN,2026,5
Douala,4.0132,9.7598,incendie,1,2025-11-22 03:21:38,3,5,13.0,70.9,22.8,0.6887,ELEVE,2025,11
Garoua,9.3264,13.4275,glissement,1,2025-10-26 20:36:38,20,6,21.0,108.9,33.9,0.751,ELEVE,2025,10
Maroua,10.6248,14.3534,incendie,4,2025-09-17 16:00:38,16,2,18.0,105.2,25.3,0.8929,ELEVE,2025,9
Maroua,10.6205,14.3062,criminalité,3,2026-05-31 08:43:38,8,6,3.0,22.6,35.7,0.8881,ELEVE,2026,5
Ngaoundéré,7.339,13.563,incendie,1,2026-06-01 19:08:38,19,0,6.0,3.7,26.1,0.4238,MOYEN,2026,6
Bertoua,4.5513,13.7008,accident_route,4,2025-11-15 13:17:38,13,5,1.0,115.9,21.4,0.6786,ELEVE,2025,11
Garoua,9.3068,13.4201,incendie,3,2025-11-18 00:43:38,0,1,5.0,16.6,30.1,0.6832,ELEVE,2025,11
Maroua,10.6256,14.2948,criminalité,5,2025-11-10 22:06:38,22,0,25.0,69.2,19.1,1.0,ELEVE,2025,11
Douala,4.0224,9.721,glissement,3,2025-11-26 19:57:38,19,2,18.0,54.8,25.4,0.9495,ELEVE,2025,11
Maroua,10.585,14.3395,accident_route,3,2025-11-01 06:37:38,6,5,21.0,35.9,21.0,1.0,ELEVE,2025,11
Yaoundé,3.8657,11.5127,incendie,1,2025-08-24 01:56:38,1,6,9.0,30.2,30.3,0.5933,MOYEN,2025,8
Ebolowa,2.8616,11.1956,incendie,3,2026-03-19 06:54:38,6,3,4.0,110.1,30.7,0.5249,MOYEN,2026,3
Ngaoundéré,7.3139,13.5449,glissement,2,2025-12-08 13:54:38,13,0,23.0,68.2,23.6,0.516,MOYEN,2025,12
Maroua,10.632,14.3217,criminalité,1,2026-05-04 17:21:38,17,0,13.0,60.1,27.9,0.8299,ELEVE,2026,5
Douala,4.0282,9.7427,accident_route,3,2025-10-31 06:24:38,6,4,12.0,14.9,33.1,0.8173,ELEVE,2025,10
Ngaoundéré,7.3774,13.6006,accident_route,4,2026-05-05 14:20:38,14,1,2.0,110.9,22.7,0.6336,MOYEN,2026,5
Bertoua,4.6035,13.7091,accident_route,2,2026-03-02 04:01:38,4,0,8.0,55.3,23.1,0.5526,MOYEN,2026,3
Ngaoundéré,7.3329,13.562,criminalité,1,2025-07-17 06:33:38,6,3,6.0,75.6,33.8,0.5554,MOYEN,2025,7
Maroua,10.6452,14.3112,pollution,5,2026-01-27 22:04:38,22,1,5.0,96.0,32.8,1.0,ELEVE,2026,1
Bertoua,4.5976,13.6542,incendie,5,2026-02-14 01:15:38,1,5,17.0,91.1,35.7,0.7704,ELEVE,2026,2
Garoua,9.2809,13.4411,criminalité,5,2026-06-11 07:09:38,7,3,10.0,77.8,28.6,0.9113,ELEVE,2026,6
Ebolowa,2.9021,11.1068,accident_route,4,2026-06-08 01:38:38,1,0,14.0,98.9,20.9,0.6095,MOYEN,2026,6
Ebolowa,2.8958,11.1485,pollution,1,2025-12-22 03:39:38,3,0,14.0,98.6,33.9,0.3306,FAIBLE,2025,12
Maroua,10.6152,14.2747,criminalité,1,2026-02-06 09:13:38,9,4,9.0,43.3,29.2,0.8846,ELEVE,2026,2
Douala,4.0453,9.8067,inondation,2,2026-06-02 09:35:38,9,1,13.0,116.1,34.1,0.7982,ELEVE,2026,6
Ngaoundéré,7.3741,13.6041,inondation,5,2026-03-06 20:33:38,20,4,23.0,35.5,35.9,0.8489,ELEVE,2026,3
Garoua,9.3088,13.3617,criminalité,3,2026-01-25 16:46:38,16,6,3.0,107.4,34.0,0.7546,ELEVE,2026,1
Garoua,9.3253,13.3518,inondation,2,2025-07-19 06:14:38,6,5,2.0,17.4,18.6,0.6407,MOYEN,2025,7
Garoua,9.3036,13.4202,inondation,4,2025-06-20 20:50:38,20,4,20.0,24.2,20.6,0.9058,ELEVE,2025,6
Bafoussam,5.4915,10.3796,accident_route,5,2025-09-08 19:56:38,19,0,18.0,64.0,32.4,0.6823,ELEVE,2025,9
Garoua,9.3428,13.4421,incendie,2,2025-10-21 14:39:38,14,1,22.0,91.9,34.9,0.8336,ELEVE,2025,10
Bertoua,4.536,13.6465,incendie,5,2025-09-04 19:57:38,19,3,19.0,79.6,36.3,0.6456,MOYEN,2025,9
Ebolowa,2.898,11.1628,pollution,5,2026-02-22 21:22:38,21,6,4.0,52.6,31.9,0.5586,MOYEN,2026,2
Ebolowa,2.9381,11.1883,incendie,2,2026-03-05 04:37:38,4,3,1.0,27.9,30.3,0.4356,MOYEN,2026,3
Maroua,10.6407,14.3346,glissement,4,2026-01-22 06:48:38,6,3,6.0,13.6,31.9,1.0,ELEVE,2026,1
Ngaoundéré,7.299,13.5955,accident_route,4,2026-04-18 03:25:38,3,5,25.0,47.4,23.3,0.6778,ELEVE,2026,4
Garoua,9.2616,13.3825,accident_route,1,2026-03-10 00:24:38,0,1,23.0,86.5,23.2,0.5503,MOYEN,2026,3
Ngaoundéré,7.3727,13.539,pollution,4,2025-09-26 10:36:38,10,4,13.0,43.0,20.7,0.6454,MOYEN,2025,9
Ngaoundéré,7.3149,13.5632,inondation,2,2025-12-18 18:13:38,18,3,9.0,105.6,32.0,0.6149,MOYEN,2025,12
Yaoundé,3.8717,11.4997,glissement,3,2025-08-12 08:25:38,8,1,21.0,99.6,34.7,0.7053,ELEVE,2025,8
Douala,4.0522,9.7671,inondation,2,2026-02-26 05:53:38,5,3,16.0,108.9,30.4,0.8223,ELEVE,2026,2
Bafoussam,5.5094,10.4388,inondation,1,2026-04-18 02:02:38,2,5,4.0,44.0,31.0,0.6552,ELEVE,2026,4
Maroua,10.5701,14.3133,inondation,1,2025-09-19 13:50:38,13,4,13.0,60.1,27.9,1.0,ELEVE,2025,9
Garoua,9.293,13.4109,inondation,3,2026-01-02 14:03:38,14,4,2.0,66.3,36.3,0.882,ELEVE,2026,1
Yaoundé,3.82,11.5481,inondation,3,2025-09-26 23:52:38,23,4,8.0,89.2,33.2,0.6698,ELEVE,2025,9
Garoua,9.2534,13.4112,criminalité,4,2026-01-12 16:57:38,16,0,15.0,53.3,29.5,0.8731,ELEVE,2026,1
Douala,4.0906,9.7845,incendie,3,2025-07-11 02:01:38,2,4,4.0,44.6,37.8,1.0,ELEVE,2025,7
Bafoussam,5.5134,10.4608,accident_route,2,2025-10-19 01:57:38,1,6,14.0,87.0,24.2,0.4543,MOYEN,2025,10
Douala,4.0218,9.725,criminalité,2,2026-02-01 21:52:38,21,6,13.0,111.3,36.4,0.8491,ELEVE,2026,2
Yaoundé,3.8803,11.4945,accident_route,5,2026-04-12 09:28:38,9,6,8.0,117.3,31.4,0.7946,ELEVE,2026,4
Douala,4.0657,9.775,accident_route,4,2025-07-08 19:04:38,19,1,2.0,94.9,35.7,0.9248,ELEVE,2025,7
Maroua,10.5826,14.3229,criminalité,5,2025-09-03 22:57:38,22,2,8.0,98.0,35.7,1.0,ELEVE,2025,9
Bertoua,4.5976,13.6766,glissement,3,2026-01-19 14:10:38,14,0,22.0,15.1,18.2,0.7576,ELEVE,2026,1
Bafoussam,5.5251,10.4124,inondation,4,2025-09-16 15:05:38,15,1,7.0,15.1,26.5,0.7329,ELEVE,2025,9
Yaoundé,3.8218,11.4894,inondation,3,2025-10-05 15:28:38,15,6,25.0,19.0,33.7,0.7122,ELEVE,2025,10
Yaoundé,3.819,11.5419,incendie,3,2026-06-09 16:55:38,16,1,22.0,14.2,24.1,0.7311,ELEVE,2026,6
Douala,4.0564,9.7699,criminalité,2,2025-08-29 20:07:38,20,4,18.0,13.6,27.6,0.7421,ELEVE,2025,8
Bafoussam,5.4446,10.3672,accident_route,3,2026-01-27 16:31:38,16,1,17.0,114.9,24.4,0.4565,MOYEN,2026,1
Ngaoundéré,7.3334,13.542,inondation,1,2025-06-26 16:33:38,16,3,16.0,111.4,34.6,0.5241,MOYEN,2025,6
Bertoua,4.5845,13.6939,accident_route,5,2026-01-13 11:57:38,11,1,6.0,41.2,24.3,0.7648,ELEVE,2026,1
Maroua,10.6123,14.2907,inondation,2,2025-07-01 03:12:38,3,1,2.0,55.3,35.3,0.9776,ELEVE,2025,7
Douala,4.0784,9.7416,incendie,5,2025-09-22 22:44:38,22,0,23.0,2.4,29.1,1.0,ELEVE,2025,9
Yaoundé,3.8512,11.4624,inondation,4,2025-12-06 11:02:38,11,5,22.0,23.9,27.6,0.8882,ELEVE,2025,12
Garoua,9.3022,13.3696,incendie,1,2026-05-26 20:31:38,20,1,11.0,79.6,20.5,0.6197,MOYEN,2026,5
Bafoussam,5.4374,10.4418,glissement,1,2026-05-10 08:43:38,8,6,22.0,105.1,37.5,0.4581,MOYEN,2026,5
Maroua,10.5977,14.372,incendie,4,2026-01-16 20:50:38,20,4,6.0,12.3,21.1,1.0,ELEVE,2026,1
Bafoussam,5.43,10.393,glissement,2,2025-11-02 09:48:38,9,6,21.0,9.2,19.5,0.4739,MOYEN,2025,11
Ngaoundéré,7.3027,13.585,pollution,1,2026-06-06 20:13:38,20,5,13.0,86.9,30.3,0.5652,MOYEN,2026,6
Maroua,10.5568,14.326,criminalité,1,2026-04-23 09:15:38,9,3,19.0,57.7,26.7,0.7665,ELEVE,2026,4
Ebolowa,2.8811,11.161,inondation,2,2025-11-02 02:04:38,2,6,12.0,84.4,23.9,0.4844,MOYEN,2025,11
Ngaoundéré,7.2978,13.5415,incendie,1,2025-08-27 12:10:38,12,2,15.0,62.3,22.6,0.4612,MOYEN,2025,8
Maroua,10.6444,14.3198,glissement,1,2025-08-17 05:03:38,5,6,19.0,88.7,31.2,0.7613,ELEVE,2025,8
Bafoussam,5.4621,10.3749,criminalité,1,2026-05-09 09:09:38,9,5,21.0,83.6,21.9,0.5278,MOYEN,2026,5
Maroua,10.5499,14.3377,glissement,1,2025-12-27 20:03:38,20,5,4.0,48.1,37.2,0.8779,ELEVE,2025,12
Ngaoundéré,7.3683,13.5877,inondation,4,2025-08-27 07:33:38,7,2,10.0,54.9,36.6,0.7163,ELEVE,2025,8
Bertoua,4.5531,13.7207,criminalité,3,2025-08-06 06:26:38,6,2,13.0,22.2,35.7,0.628,MOYEN,2025,8
Ebolowa,2.8555,11.1335,inondation,2,2025-06-23 03:51:38,3,0,6.0,48.8,36.7,0.5575,MOYEN,2025,6
Yaoundé,3.8219,11.4972,criminalité,3,2025-06-23 19:06:38,19,0,7.0,102.7,18.4,0.7098,ELEVE,2025,6
Maroua,10.6267,14.358,inondation,2,2025-11-19 16:47:38,16,2,6.0,109.9,30.6,0.7117,ELEVE,2025,11
Bertoua,4.5881,13.7336,incendie,5,2025-11-11 19:36:38,19,1,7.0,84.1,29.0,0.7866,ELEVE,2025,11
Douala,4.0797,9.7913,incendie,5,2025-08-13 20:01:38,20,2,1.0,9.7,34.6,0.9127,ELEVE,2025,8
Yaoundé,3.8918,11.4702,pollution,5,2025-09-06 19:02:38,19,5,6.0,38.7,32.2,0.8797,ELEVE,2025,9
Ngaoundéré,7.3133,13.6173,criminalité,5,2026-04-25 15:18:38,15,5,5.0,38.0,33.8,0.5688,MOYEN,2026,4
Ebolowa,2.9456,11.1738,accident_route,1,2025-10-15 22:16:38,22,2,5.0,13.0,22.0,0.3748,MOYEN,2025,10
Maroua,10.6212,14.3092,glissement,4,2025-06-27 01:58:38,1,4,1.0,45.7,19.1,0.9269,ELEVE,2025,6
Maroua,10.5988,14.2859,inondation,1,2026-06-10 07:26:38,7,2,20.0,30.4,29.2,0.8603,ELEVE,2026,6
Douala,4.0192,9.786,glissement,4,2025-09-04 12:41:38,12,3,17.0,9.0,32.5,0.9114,ELEVE,2025,9
Bertoua,4.5681,13.6469,glissement,4,2025-07-21 12:09:38,12,0,13.0,16.5,22.0,0.6854,ELEVE,2025,7
Maroua,10.5953,14.3362,accident_route,3,2026-01-22 22:46:38,22,3,12.0,55.1,22.4,0.942,ELEVE,2026,1
Douala,4.0591,9.774,incendie,3,2026-02-13 06:01:38,6,4,6.0,76.9,36.6,0.8349,ELEVE,2026,2
Ebolowa,2.8884,11.168,criminalité,1,2026-04-21 22:31:38,22,1,13.0,70.4,25.0,0.4772,MOYEN,2026,4
Ngaoundéré,7.3394,13.5415,glissement,4,2025-08-26 19:38:38,19,1,23.0,46.8,26.3,0.7066,ELEVE,2025,8
Maroua,10.5637,14.3269,accident_route,4,2025-11-18 18:21:38,18,1,2.0,12.0,21.5,0.972,ELEVE,2025,11
Douala,4.0593,9.7927,accident_route,4,2026-06-13 14:58:38,14,5,7.0,61.0,33.7,1.0,ELEVE,2026,6
Yaoundé,3.8144,11.4912,inondation,1,2025-08-03 07:14:38,7,6,18.0,49.7,33.1,0.7519,ELEVE,2025,8
Ngaoundéré,7.3716,13.5567,inondation,3,2025-12-23 23:04:38,23,1,16.0,76.3,37.5,0.6299,MOYEN,2025,12
Ebolowa,2.912,11.1533,accident_route,4,2025-11-14 02:52:38,2,4,4.0,51.7,35.6,0.5671,MOYEN,2025,11
Bertoua,4.5943,13.7231,pollution,1,2026-02-22 07:22:38,7,6,16.0,25.3,21.2,0.6826,ELEVE,2026,2
Douala,4.0605,9.756,glissement,2,2025-09-09 04:55:38,4,1,22.0,9.8,26.9,0.8325,ELEVE,2025,9
Bafoussam,5.4878,10.4324,incendie,1,2026-05-08 18:47:38,18,4,5.0,102.2,37.4,0.4471,MOYEN,2026,5
Douala,4.1004,9.731,inondation,3,2026-03-28 20:09:38,20,5,5.0,113.2,34.1,0.9317,ELEVE,2026,3
Maroua,10.6158,14.354,accident_route,3,2026-02-18 03:25:38,3,2,12.0,51.1,32.9,0.9757,ELEVE,2026,2
Ebolowa,2.924,11.1918,pollution,4,2025-08-06 09:24:38,9,2,4.0,21.6,29.7,0.4972,MOYEN,2025,8
Ngaoundéré,7.2954,13.6133,criminalité,3,2025-09-13 21:00:38,21,5,24.0,93.7,23.4,0.4642,MOYEN,2025,9
Yaoundé,3.8399,11.4781,criminalité,4,2026-04-02 19:26:38,19,3,23.0,58.8,29.3,0.8313,ELEVE,2026,4
Maroua,10.6153,14.3424,inondation,3,2025-10-26 12:15:38,12,6,22.0,108.5,21.3,1.0,ELEVE,2025,10
Bertoua,4.6274,13.6648,accident_route,2,2026-01-10 23:57:38,23,5,9.0,81.2,36.8,0.6401,MOYEN,2026,1
Ebolowa,2.9204,11.1213,criminalité,5,2026-04-13 00:35:38,0,0,19.0,77.2,37.7,0.6516,ELEVE,2026,4
Ebolowa,2.8568,11.1784,accident_route,3,2025-12-11 15:05:38,15,3,6.0,9.4,37.6,0.4297,MOYEN,2025,12
Douala,4.0205,9.8038,inondation,5,2026-05-19 14:11:38,14,1,19.0,48.8,19.7,1.0,ELEVE,2026,5
Bertoua,4.5549,13.6357,criminalité,3,2025-07-13 08:25:38,8,6,14.0,27.5,34.0,0.7249,ELEVE,2025,7
Douala,4.0182,9.7848,accident_route,4,2025-12-24 02:43:38,2,2,24.0,81.5,37.1,0.8939,ELEVE,2025,12
Ebolowa,2.9089,11.1613,accident_route,4,2025-09-29 18:57:38,18,0,2.0,64.5,25.8,0.4115,MOYEN,2025,9
Douala,4.0917,9.7429,incendie,3,2025-09-29 21:48:38,21,0,2.0,103.6,22.4,0.8637,ELEVE,2025,9
Garoua,9.3249,13.3747,accident_route,3,2025-08-25 09:31:38,9,0,14.0,8.9,23.1,0.7436,ELEVE,2025,8
Yaoundé,3.8443,11.5268,incendie,4,2026-03-04 21:07:38,21,2,13.0,119.3,25.5,0.6688,ELEVE,2026,3
Maroua,10.5563,14.3191,inondation,2,2026-03-28 09:30:38,9,5,17.0,50.8,33.5,0.9449,ELEVE,2026,3
Bafoussam,5.4313,10.4093,incendie,3,2026-05-28 00:56:38,0,3,11.0,2.1,36.2,0.6558,ELEVE,2026,5
Garoua,9.3118,13.3641,accident_route,1,2025-10-15 11:43:38,11,2,11.0,48.1,19.3,0.546,MOYEN,2025,10
Ngaoundéré,7.3474,13.5778,inondation,4,2026-01-09 06:21:38,6,4,5.0,31.8,22.9,0.6419,MOYEN,2026,1
